text,FE.ADEME.ID,FE.VAL,FE.Incertitude
fraise nea chalut pelagique,28544,0.695,1.0
fraise conventionnelle sol sous abri non chauffe,42107,0.483,1.0
fraise industrie plein champ,42108,0.233,1.0
fraises,34907,52039.0,1.0
fraises moyenne,23068,7.02,0.3
fraisier ou framboisier,33132,3.09,1.0
framboise crue,33047,0.906,1.0
framboise surgelee,40387,1.92,1.0
framboise surgelee crue,33084,1.38,1.0
frik ble dur immature concasse cru,33592,1.32,1.0
frik ble dur immature concasse cuit,41128,0.712,1.0
frik ble dur immature concasse cuit non sale,33608,0.56,1.0
frites de pommes de terre surgelees,33915,1.05,1.0
frites de pommes de terre surgelees cuites en friteuse,33916,1.26,1.0
frites de pommes de terre surgelees pour cuisson en friteuse,33925,1.07,1.0
frites de pommes de terre surgelees pour cuisson micro ondes,33924,0.993,1.0
frites de pommes de terre surgelees pour cuisson rotie au four,45141,0.774,1.0
frites de pommes de terre surgelees roties cuites au four,45142,1.17,1.0
fromage a pate ferme,33003,6.27,1.0
fromage a pate ferme environ mg type masdaam a teneur reduite en mg,40732,5.49,1.0
fromage a pate ferme environ mg type maasdam,40733,5.82,1.0
fromage a pate molle,32950,5.49,1.0
fromage a pate molle a croute lavee au lait pasteurise type vieux pane,40734,5.42,1.0
fromage a pate molle double creme environ mg,40735,5.31,1.0
fromage a pate molle et croute fleurie type camembert,40736,5.44,1.0
fromage a pate molle et croute lavee allege environ mg,40737,5.22,1.0
fromage a pate molle et croute mixte lavee et fleurie oloree,45149,5.68,1.0
fromage a pate molle et croute mixte lavee et fleurie coloree,40738,5.22,1.0
fromage a pate molle triple creme environ mg,40739,5.22,1.0
fromage a pate pressee cuite type emmental ou emmenthal allege en matiere grasse,40740,6.22,1.0
fromage blanc nature,34020,3.68,1.0
fromage blanc nature mg,40741,1.61,1.0
fromage blanc nature mg environ,40742,1.84,1.0
fromage blanc nature gourmand,40743,2.21,1.0
fromage blanc nature gourmand mg environ,45154,2.34,1.0
fromage blanc ou specialite laitiere aux fruits,40744,1.46,1.0
fromage blanc ou specialite laitiere aux fruits sucre gourmand mg environ,34021,1.87,1.0
fromage bleu,32984,5.49,1.0
fromage bleu au lait de vache,40745,5.36,1.0
fromage bleu d auvergne,32982,5.49,1.0
fromage bleu de bresse,40747,5.36,1.0
fromage bleu de bresse allege environ mg,40748,5.09,1.0
fromage bleu des causses,40749,5.5,1.0
fromage de brebis a pate molle,33010,5.98,1.0
fromage de brebis a pate molle et croute fleurie,40750,5.56,1.0
fromage de brebis a pate pressee,33011,8.18,1.0
fromage de brebis corse a pate molle,40752,8.33,1.0
fromage de brebis des pyrenees,40753,5.32,1.0
fromage de chevre a pate molle et croute fleurie type camembert,40754,7.61,1.0
fromage de chevre a pate molle non pressee non cuite croute naturelle au lait pasteurise,40755,7.61,1.0
fromage de chevre a pate molle ou buche,32970,6.7,1.0
fromage de chevre buche,40756,5.69,1.0
fromage de chevre buche allege en matiere grasse,40757,6.21,1.0
fromage de chevre demi sec,32967,8.68,1.0
fromage de chevre frais,32944,6.7,1.0
fromage de chevre frais au lait cru type palet ou crottin frais,40759,5.17,1.0
fromage de chevre frais au lait pasteurise type buchette fraiche,40760,6.21,1.0
fromage de chevre frais au lait pasteurise ou cru type crottin frais ou buchette fraiche,40761,5.76,1.0
fromage de chevre lactique affine type buchette crottin sainte maure,45173,6.97,1.0
fromage de chevre lactique affine au lait cru type crottin de chavignol picodon rocamadour sainte maure de touraine,45174,7.21,1.0
fromage de chevre lactique affine au lait pasteurise type buchette ou crottin,40764,6.21,1.0
fromage de chevre sec,32968,8.68,1.0
fromage de chevre sec demi sec,32969,8.68,1.0
fromage de tete,32720,4.44,1.0
fromage fondu double creme environ mg,40766,5.22,1.0
fromage fondu en portions ou en cubes environ mg,40767,5.22,1.0
fromage fondu en tranchettes,40768,5.22,1.0
fromage frais type petit suisse aromatise aux fruits,40769,1.8,1.0
fromage frais type petit suisse aromatise aux fruits mg enrichi en calcium et vitamine d,45181,1.93,1.0
fromage frais type petit suisse aux fruits,40770,1.8,1.0
fromage frais type petit suisse aux fruits aromatise,34024,2.82,1.0
fromage frais type petit suisse aux fruits mg,45182,1.93,1.0
fromage frais type petit suisse aux fruits mg enrichi en calcium et vitamine d,45183,1.93,1.0
fromage frais type petit suisse nature,34023,3.68,1.0
fromage frais type petit suisse nature mg,45184,1.73,1.0
fromage frais type petit suisse nature mg environ,45185,2.48,1.0
fromage frais type petit suisse aux fruits aux fruits,34022,2.82,1.0
fromage pane au jambon,33687,5.12,1.0
fromage rond a pate molle et croute fleurie a mg type camembert allege en matiere grasse,40775,4.98,1.0
fromage rond a pate molle et croute fleurie environ mg type coulommiers allege en matiere grasse,40776,5.03,1.0
fromage rond a pate molle et croute fleurie environ mg type camembert allege en matiere grasse,40777,5.05,1.0
fromage rond a pate molle et croute fleurie fondu ou type feta,32951,5.49,1.0
fromage type feta au lait de vache,40778,5.15,1.0
fromage type feta au lait de vache a l huile et aux aromates,45192,5.56,1.0
fructose,34196,1.54,1.0
fruit a pain cru,33938,0.631,1.0
fruit de la passion ou maracudja pulpe et pepins,40394,0.894,1.0
fruit de la passion ou maracudja pulpe et pepins cru,33048,0.914,1.0
fruits rouges crus framboises fraises groseilles cassis,40395,1.47,1.0
fucus vesiculeux fucus serratus ou fucus vesiculosus seche ou deshydrate,39623,6.58,1.0
fumier en tas,20853,3.32,0.3
gadidae jours biologique,28568,3.31,1.0
gadidae chalut de fond,43881,3.58,1.0
gadidae mer celtique,42111,3.27,1.0
galette de cereales au fromage sans soja preemballe,45198,2.1,1.0
galette de cereales aux legumes sans soja preemballe,40010,1.52,1.0
galette de riz souffle complet,41129,1.43,1.0
galette de sarrasin nature,41130,0.909,1.0
galette de sarrasin nature preemballee,33169,0.791,1.0
galette de soja steak vegetal la provencale,45203,2.04,1.0
galette de tofu steak vegetal,45204,2.25,1.0
galette des rois feuilletee,33167,6.56,1.0
galette des rois feuilletee fourree frangipane,41132,3.72,1.0
galette des rois feuilletee fourree frangipane et pithiviers,45206,4.0,1.0
galette ou pave au ble seitan et legumes preemballe,45207,1.66,1.0
galette ou pave au ble et soja convient aux veganes ou vegetaliens preemballe,40011,1.82,1.0
galette ou pave au ble et soja ne convient pas aux veganes ou vegetaliens preemballe,45209,2.83,1.0
galette ou pave au soja fromage et legumes preemballe,45213,2.17,1.0
galette ou pave au soja et fromage preemballe,45210,2.56,1.0
galette ou pave au soja et legumes preemballe,40012,1.91,1.0
galette ou pave aux lentilles soja et legumes preemballe,45214,1.68,1.0
galettes multicereales ou riz soufflees,33511,1.19,1.0
galettes multicereales soufflees,41133,1.43,1.0
garage structure en beton,20732,656.0,0.5
garage structure metallique,20733,220.0,0.5
gateau au chocolat,33162,9.49,1.0
gateau au chocolat coeur fondant rayon frais,33992,9.88,1.0
gateau au chocolat cur fondant,40780,7.94,1.0
gateau au chocolat cur fondant rayon frais,45218,8.38,1.0
gateau au chocolat type foret noire genoise au chocolat et creme multi couches avec ou sans cerises,33129,2.25,1.0
gateau au citron tout type,33141,1.61,1.0
gateau au fromage blanc,33165,1.7,1.0
gateau au yaourt,33164,1.7,1.0
gateau aux amandes type financier,33197,6.11,1.0
gateau basque,33170,3.23,1.0
gateau basque cerises,41140,2.28,1.0
gateau basque creme patissiere,41141,2.28,1.0
gateau de riz appertise,33991,1.71,1.0
gateau de riz au caramel rayon frais,34004,1.68,1.0
gateau de semoule appertise,33987,1.7,1.0
gateau de semoule aux raisins et caramel rayon frais,34003,1.68,1.0
gateau marbre,33185,4.79,1.0
gateau moelleux au chocolat preemballe,33163,10.7,1.0
gateau moelleux aux fruits,33187,2.33,1.0
gateau moelleux aux fruits a coque,33188,4.48,1.0
gateau moelleux fourre au chocolat ou aux pepites de chocolat ou au lait,33189,10.7,1.0
gateau moelleux fourre aux fruits type mini roule ou mini cake fourre,33191,2.33,1.0
gateau moelleux nature type genoise,33166,3.96,1.0
gateau mousse de fruits sur genoise type miroir,41149,2.0,1.0
gateau mousse de fruits sur genoise type miroir bavarois,33130,2.33,1.0
gateau paris brest pate a choux creme mousseline praline,33128,4.88,1.0
gateau sable aux fruits preemballe,33186,3.58,1.0
gaufre croustillante fine ou seche chocolatee,41152,3.06,1.0
gaufre croustillante fine ou seche chocolatee preemballee,33179,4.63,1.0
gaufre croustillante fine ou seche nature ou sucree,41153,2.47,1.0
gaufre croustillante fine ou seche nature ou sucree preemballee,33178,3.25,1.0
gaufre moelleuse type bruxelloise ou liegeoise chocolatee,41154,5.33,1.0
gaufre moelleuse type bruxelloise ou liegeoise chocolatee preemballee,33177,6.96,1.0
gaufre moelleuse type bruxelloise ou liegeoise nature ou sucree,41155,2.61,1.0
gaufre moelleuse type bruxelloise ou liegeoise nature ou sucree preemballee,33176,3.79,1.0
gaufrette fourree vanille,41160,2.88,1.0
gaufrette fourree vanille preemballee,32687,4.44,1.0
gaufrette fourree aux fruits,32688,3.4,1.0
gaufrette fourree chocolat preemballee,32685,8.6,1.0
gaufrette fourree fruits a coque noisette amande,41157,3.04,1.0
gaufrette fourree fruits a coque noisette amande praline etc chocolatee ou non preemballee,32686,4.88,1.0
gaufrette ou eventail sans fourrage,32684,4.44,1.0
gaz d acierie,13540,183.0,0.05
gaz de cokerie,13508,47.7,0.05
gaz de haut fourneau,13512,269.0,0.05
gaz naturel,13513,3.22,0.05
gaz naturel mix moyen,26621,0.227,0.05
gaz naturel combustion en chaudiere,25826,0.243,1.0
gazier petit gpl,21427,0.0545,0.6
gazier vlgc very large gas carrier,21425,0.0147,0.6
gaziniere gaziniere,26987,163.0,0.3
gazole b,13987,2.86,0.1
gazole non routier,13990,89.4,0.05
gazole routier,13993,97.0,0.05
gazole routier b,34417,86.2,0.05
gelatine seche,33230,1.61,1.0
genisse allaitante systeme d engraissement conventionnel plus de,42112,17.1,1.0
genisse allaitante conventionnel systeme roquefort,28350,21.0,1.0
genisse allaitante systeme d engraissement conventionnel plus de ugb par ha,43882,18.1,1.0
genoise fourree et nappee au chocolat,33190,10.7,1.0
genoise seche fourree aux fruits et nappee de chocolat,32704,2.14,1.0
gesier poulet,41612,1.84,1.0
gesier poulet cru,34227,1.56,1.0
gin,39871,1.12,1.0
gingembre poudre,32885,1.15,1.0
gingembre racine crue,32899,0.587,1.0
glace,33199,2.37,1.0
glace a l eau,34148,0.965,1.0
glace au yaourt,40661,1.75,1.0
glace ou creme glacee batonnet,40662,1.75,1.0
glace ou creme glacee batonnet enrobe de chocolat,45257,2.55,1.0
glace ou creme glacee cone taille standard,40663,1.75,1.0
glace ou creme glacee en bac,40664,1.75,1.0
glace ou creme glacee gourmande,40665,1.75,1.0
glace ou creme glacee gourmande en bac,45260,1.96,1.0
glace ou creme glacee gourmande en pot,45261,1.98,1.0
glace ou creme glacee mini cone,40667,1.75,1.0
glace ou creme glacee petit pot enfant,40668,1.75,1.0
glace ou creme glacee pot individuel,40669,1.75,1.0
glissiere de securite pour voirie de type tc,20751,87.5,0.15
gnc gaz naturel comprime pour vehicule routier,27092,0.23,0.1
gnl gaz naturel liquefie inclus routier maritime et fluvial,13851,3.5,0.05
gnl gaz naturel liquefie inclus maritime,13852,3500.0,0.05
gnocchi cru,33591,0.719,1.0
gnocchi cuit,33607,0.8,1.0
gnocchi a la pomme de terre cru,41163,0.819,1.0
gnocchi a la pomme de terre cuit,41164,0.89,1.0
gnocchi a la semoule cru,41165,0.819,1.0
gnocchi a la semoule cuit,41166,0.89,1.0
gnv gaz naturel comprime pour vehicule routier,14023,3.47,0.05
gnv gaz naturel comprrme pour vehicule routier,13853,3465.0,0.05
golf balle,20792,0.3,0.5
golf club,20791,3.7,0.4
gombo fruit,40396,1.61,1.0
gombo fruit cuit,33422,1.85,1.0
gorgonzola,32985,5.43,1.0
gouda,33001,6.27,1.0
gougere,33685,3.83,1.0
gouter sec fourre sandwiche arfum chocolat,45273,6.6,1.0
gouter sec fourre sandwiche arfum fruits,45274,3.05,1.0
gouter sec fourre sandwiche arfum lait ou vanille,45275,6.67,1.0
goyave pulpe,40397,1.12,1.0
goyave pulpe crue,33074,1.16,1.0
gpl pour vehicule routier,13919,1.86,0.05
gracilaire ou ogonori gracilaria verrucosa sechee ou deshydratee,39627,6.77,1.0
grain de cafe robusta conventionnel de saison aquitaine,28422,1.52,1.0
grain de cafe robusta depulpes,42113,1.66,1.0
graine de chanvre,43884,0.842,1.0
graine de chanvre champagne,42114,0.847,1.0
graine de chanvre fruit aliments pour animaux moyen pour alimentation animale,28383,0.555,1.0
graine de tournesol jours biologique systeme n,28445,0.428,1.0
graine de tournesol conventionnel,42115,1.02,1.0
graine de tournesol conventionnel d humidite moyenne nationale aliment pour animaux,43885,0.897,1.0
graine de tournesol levier culture intermediaire,43886,0.785,1.0
graine de tournesol levier legumineuse dans rotation,43887,0.799,1.0
graine de tournesol moyenne a partir de deux etudes de cas optimise,42116,0.77,1.0
graine de tournesol moyenne a partir de deux etudes de cas optimises,42118,0.785,1.0
graine de tournesol moyenne de deux etudes de cas optimise,42117,0.787,1.0
graine de tournesol scenario de base,43888,0.797,1.0
graines de lin paille,42120,0.284,1.0
graines de lin extrudees aliment bleu blanc coeur,42119,1.12,1.0
grains de ble souffles au miel ou caramel enrichis en vitamines et mineraux,41170,3.56,1.0
grains de ble souffles chocolates enrichis en vitamines et mineraux,41171,3.4,1.0
graisse d oie,40911,1.71,1.0
graisse de canard,40908,1.71,1.0
graisse de dinde,40909,1.71,1.0
graisse de porc lard saindoux,32551,1.46,1.0
graisse de poulet,40910,1.71,1.0
graisse de volailles,32552,1.45,1.0
grana padano,32995,6.27,1.0
grande truite kg,42121,2.6,1.0
grande truite kg conventionnel,43889,2.24,1.0
grande truite conventionnel production a l interieur,28358,2.15,1.0
granies de lin extrudees aliment bleu blanc cur,43890,1.13,1.0
granies de lin paille,43891,0.297,1.0
granulat grave ciment,20709,50.6,0.2
granulats,26735,4.0,0.5
granulats issus de roche meuble,20725,2.31,0.5
granulats issus de roche massive,20724,2.55,0.5
granulats recycles,20726,2.98,0.5
granules blancs francais issus de connexe de scierie,34942,0.0113,0.25
granules bois d humidite,14225,1.86,0.5
gratin d aubergine,33697,2.95,1.0
gratin dauphinois,33698,1.85,1.0
gratin de chou fleur,33700,1.59,1.0
gratin de legumes,33701,2.95,1.0
gratin de legumes en sauce blanche type bechamel cuit,33707,1.59,1.0
gratin de pates,33665,2.72,1.0
gratin de poisson et puree ou brandade aux pommes de terre ou parmentier de poisson,33710,8.64,1.0
gratin ou cassolette de poisson et ou fruits de mer a cuire,33714,8.98,1.0
gratin ou cassolette de poisson et ou fruits de mer cuit,33715,8.62,1.0
grave bitume,20799,46.5,0.2
grave ciment prefissuree,20801,51.6,0.2
grave emulsion,20800,30.2,0.2
grave liant hydraulique,20802,20.6,0.2
grave liant routier prefissuree,20803,21.6,0.2
grave non traitee,20804,14.5,0.2
grenade pulpe et pepins,40398,0.487,1.0
grenade pulpe et pepins crue,33049,0.429,1.0
grenadier de roche cru,33812,11.0,1.0
grenadier bleu ou hoki de nouvelle zelande cru,33837,6.86,1.0
gressins,33518,0.755,1.0
griotte crue,33078,0.907,1.0
grondin cru,33803,6.79,1.0
grondin perlon cru,33838,11.0,1.0
groseille crue,33050,1.76,1.0
groseille a maquereau crue,33051,1.54,1.0
groupe electrogene,20911,1.83,0.6
gruyere,32990,6.27,1.0
gruyere igp france,40789,6.19,1.0
guacamole preemballe,34141,2.19,1.0
guimauve ou marshmallow,32855,1.18,1.0
gymnastique agres barre fixe,20762,920.0,0.3
gymnastique agres barres assymetriques,20793,550.0,0.3
gymnastique agres barres paralleles,20761,480.0,0.3
gymnastique paire de chaussons,20763,2.0,0.3
gymnastique tatami,20764,62.0,0.3
hache a base de boeuf ou preparation de viande hachee de boeuf mg cru,32553,20.2,1.0
hache a base de buf ou preparation de viande hachee de boeuf mg,41617,16.7,1.0
hache a base de buf ou preparation de viande hachee de boeuf mg cru,45307,17.5,1.0
hache de volaille,32735,7.31,1.0
hache vegetal a base de soja preemballe,40023,1.77,1.0
hachis parmentier a la viande,33727,13.7,1.0
haddock fume u eglefin fume,45311,12.0,1.0
haddock fume ou eglefin fume,33874,10.9,1.0
halon,43095,4.74,0.3
hamburger provenant de fast food,34059,21.1,1.0
handball ballon,20765,2.5,0.3
handball short pe,20766,0.9,0.3
harend de l atlantique clupea harengus atlantique nord est chalut pelagique,43892,0.567,1.0
hareng cru,33770,2.32,1.0
hareng frit,41627,2.8,1.0
hareng grille poele,41628,2.8,1.0
hareng grille poele frit,33853,2.83,1.0
hareng de l atlantique jours biologique,28570,0.528,1.0
hareng de l atlantique nea,42122,0.52,1.0
hareng fume a l huile version logiciel avec erreur sur l emballage,45314,2.67,1.0
hareng fume a l huile,33888,2.22,1.0
hareng fume au naturel version logiciel avec erreur sur l emballage,45316,2.67,1.0
hareng fume au naturel,33852,1.31,1.0
hareng fume filet,41622,2.19,1.0
hareng fume filet doux version logiciel avec erreur sur l emballage,45318,2.67,1.0
hareng fume filet doux,33849,2.22,1.0
hareng gras cru,41623,2.31,1.0
hareng maigre cru,41624,2.31,1.0
hareng marine ou rollmops,33955,2.32,1.0
