Nomenclature achat;"Famille d'achat
(N-0)";"Domaines d'achat
(N-1)";"Catégories d'achat
(N-2)";"Segments  d'achat
(N-3)";Sous-segment;Produit élémentaire;"Code des Catégories Homogènes 
de fournitures et prestations"
DC50AG02;DISPOSITIFS MEDICAUX;SYSTEME CARDIO-VASCULAIRE;PROTHESE SYSTEME CARDIO-VASCULAIRE;PROTHESE CARDIAQUE;ANNEAU VALVULAIRE ;ANNEAU VALVULAIRE TRICUSPIDE;DISPOSITIFS MEDICAUX POUR CARDIOLOGIE
DC50AH01;DISPOSITIFS MEDICAUX;SYSTEME CARDIO-VASCULAIRE;PROTHESE SYSTEME CARDIO-VASCULAIRE;PROTHESE CARDIAQUE;DISPOSITIF OBTURATION DE COMMUNICATION;DISPOSITIF OBTURATION DE COMMUNICATION;DISPOSITIFS MEDICAUX POUR CARDIOLOGIE
DC50AI01;DISPOSITIFS MEDICAUX;SYSTEME CARDIO-VASCULAIRE;PROTHESE SYSTEME CARDIO-VASCULAIRE;PROTHESE CARDIAQUE;ACCESSOIRE PROTHESE CARDIAQUE;ACCESSOIRE PROTHESE CARDIAQUE POIGNEE MAINTIEN;DISPOSITIFS MEDICAUX POUR CARDIOLOGIE
DC50AI02;DISPOSITIFS MEDICAUX;SYSTEME CARDIO-VASCULAIRE;PROTHESE SYSTEME CARDIO-VASCULAIRE;PROTHESE CARDIAQUE;ACCESSOIRE PROTHESE CARDIAQUE;ACCESSOIRE PROTHESE CARDIAQUE CALIBREUR VALVE CARDIAQUE;DISPOSITIFS MEDICAUX POUR CARDIOLOGIE
DC50AI03;DISPOSITIFS MEDICAUX;SYSTEME CARDIO-VASCULAIRE;PROTHESE SYSTEME CARDIO-VASCULAIRE;PROTHESE CARDIAQUE;ACCESSOIRE PROTHESE CARDIAQUE;ACCESSOIRE PROTHESE CARDIAQUE ROTATEUR VALVE CARDIAQUE;DISPOSITIFS MEDICAUX POUR CARDIOLOGIE
DC50AI04;DISPOSITIFS MEDICAUX;SYSTEME CARDIO-VASCULAIRE;PROTHESE SYSTEME CARDIO-VASCULAIRE;PROTHESE CARDIAQUE;ACCESSOIRE PROTHESE CARDIAQUE;ACCESSOIRE PROTHESE CARDIAQUE TESTEUR VALVE CARDIAQUE;DISPOSITIFS MEDICAUX POUR CARDIOLOGIE
DC50DA04;DISPOSITIFS MEDICAUX;SYSTEME CARDIO-VASCULAIRE;PROTHESE SYSTEME CARDIO-VASCULAIRE;ENDOPROTHESE (STENT) VASCULAIRE ;ENDOPROTHESE (STENT) CORONAIRE;ENDOPROTHESE CORONAIRE NON ACTIVE NUE OU ENROBE NON ACTIVE;DISPOSITIFS MEDICAUX POUR CARDIOLOGIE
DC50DA05;DISPOSITIFS MEDICAUX;SYSTEME CARDIO-VASCULAIRE;PROTHESE SYSTEME CARDIO-VASCULAIRE;ENDOPROTHESE (STENT) VASCULAIRE ;ENDOPROTHESE (STENT) CORONAIRE;ENDOPROTHESE CORONAIRE ACTIVE;DISPOSITIFS MEDICAUX POUR CARDIOLOGIE
DC50DA06;DISPOSITIFS MEDICAUX;SYSTEME CARDIO-VASCULAIRE;PROTHESE SYSTEME CARDIO-VASCULAIRE;ENDOPROTHESE (STENT) VASCULAIRE ;ENDOPROTHESE (STENT) CORONAIRE;ENDOPROTHESE CORONAIRE COUVERTE;DISPOSITIFS MEDICAUX POUR CARDIOLOGIE
DC50DA99;DISPOSITIFS MEDICAUX;SYSTEME CARDIO-VASCULAIRE;PROTHESE SYSTEME CARDIO-VASCULAIRE;ENDOPROTHESE (STENT) VASCULAIRE ;ENDOPROTHESE (STENT) CORONAIRE;ENDOPROTHESE CORONAIRE AUTRE;DISPOSITIFS MEDICAUX POUR CARDIOLOGIE
DC50DB01;DISPOSITIFS MEDICAUX;SYSTEME CARDIO-VASCULAIRE;PROTHESE SYSTEME CARDIO-VASCULAIRE;ENDOPROTHESE (STENT) VASCULAIRE ;ENDOPROTHESE (STENT) AORTIQUE;ENDOPROTHESE AORTIQUE AORTE ABDOMINALE;DISPOSITIFS MEDICAUX POUR CARDIOLOGIE
DC50DB02;DISPOSITIFS MEDICAUX;SYSTEME CARDIO-VASCULAIRE;PROTHESE SYSTEME CARDIO-VASCULAIRE;ENDOPROTHESE (STENT) VASCULAIRE ;ENDOPROTHESE (STENT) AORTIQUE;ENDOPROTHESE AORTIQUE AORTE THORACIQUE;DISPOSITIFS MEDICAUX POUR CARDIOLOGIE
DC50DC01;DISPOSITIFS MEDICAUX;SYSTEME CARDIO-VASCULAIRE;PROTHESE SYSTEME CARDIO-VASCULAIRE;ENDOPROTHESE (STENT) VASCULAIRE ;ENDOPROTHESE (STENT) INTRACRANIENNE;ENDOPROTHESE INTRACRANIENNE;DISPOSITIFS MEDICAUX POUR CARDIOLOGIE
DC50DD01;DISPOSITIFS MEDICAUX;SYSTEME CARDIO-VASCULAIRE;PROTHESE SYSTEME CARDIO-VASCULAIRE;ENDOPROTHESE (STENT) VASCULAIRE ;ENDOPROTHESE (STENT) CAROTIDIENNE;ENDOPROTHESE CAROTIDIENNE;DISPOSITIFS MEDICAUX POUR CARDIOLOGIE
DC50DE01;DISPOSITIFS MEDICAUX;SYSTEME CARDIO-VASCULAIRE;PROTHESE SYSTEME CARDIO-VASCULAIRE;ENDOPROTHESE (STENT) VASCULAIRE ;ENDOPROTHESE (STENT) PERIPHERIQUE;ENDOPROTHESE PERIPHERIQUE NON ACTIVE NUE OU ENROBE NON ACTIVE;DISPOSITIFS MEDICAUX POUR CARDIOLOGIE
DC50DE02;DISPOSITIFS MEDICAUX;SYSTEME CARDIO-VASCULAIRE;PROTHESE SYSTEME CARDIO-VASCULAIRE;ENDOPROTHESE (STENT) VASCULAIRE ;ENDOPROTHESE (STENT) PERIPHERIQUE;ENDOPROTHESE PERIPHERIQUE ACTIVE;DISPOSITIFS MEDICAUX POUR CARDIOLOGIE
DC50DE03;DISPOSITIFS MEDICAUX;SYSTEME CARDIO-VASCULAIRE;PROTHESE SYSTEME CARDIO-VASCULAIRE;ENDOPROTHESE (STENT) VASCULAIRE ;ENDOPROTHESE (STENT) PERIPHERIQUE;ENDOPROTHESE PERIPHERIQUE COUVERTE;DISPOSITIFS MEDICAUX POUR CARDIOLOGIE
DC50DE99;DISPOSITIFS MEDICAUX;SYSTEME CARDIO-VASCULAIRE;PROTHESE SYSTEME CARDIO-VASCULAIRE;ENDOPROTHESE (STENT) VASCULAIRE ;ENDOPROTHESE (STENT) PERIPHERIQUE;ENDOPROTHESE PERIPHERIQUE AUTRE;DISPOSITIFS MEDICAUX POUR CARDIOLOGIE
DC50DF01;DISPOSITIFS MEDICAUX;SYSTEME CARDIO-VASCULAIRE;PROTHESE SYSTEME CARDIO-VASCULAIRE;ENDOPROTHESE (STENT) VASCULAIRE ;ACCESSOIRE ENDOPROTHESE VASCULAIRE;ACCESSOIRE ENDOPROTHESE VASCULAIRE;DISPOSITIFS MEDICAUX POUR CARDIOLOGIE
DC50EC01;DISPOSITIFS MEDICAUX;SYSTEME CARDIO-VASCULAIRE;PROTHESE SYSTEME CARDIO-VASCULAIRE;PROTHESE VASCULAIRE;PROTHESE VASCULAIRE SYNTHETIQUE;PROTHESE VASCULAIRE SYNTHETIQUE TEXTILE;DISPOSITIFS MEDICAUX POUR CARDIOLOGIE
DC50EC02;DISPOSITIFS MEDICAUX;SYSTEME CARDIO-VASCULAIRE;PROTHESE SYSTEME CARDIO-VASCULAIRE;PROTHESE VASCULAIRE;PROTHESE VASCULAIRE SYNTHETIQUE;PROTHESE VASCULAIRE SYNTHETIQUE NON TEXTILE;DISPOSITIFS MEDICAUX POUR CARDIOLOGIE
DC50EC99;DISPOSITIFS MEDICAUX;SYSTEME CARDIO-VASCULAIRE;PROTHESE SYSTEME CARDIO-VASCULAIRE;PROTHESE VASCULAIRE;PROTHESE VASCULAIRE SYNTHETIQUE;PROTHESE VASCULAIRE SYNTHETIQUE AUTRE;DISPOSITIFS MEDICAUX POUR CARDIOLOGIE
DC50ED01;DISPOSITIFS MEDICAUX;SYSTEME CARDIO-VASCULAIRE;PROTHESE SYSTEME CARDIO-VASCULAIRE;PROTHESE VASCULAIRE;PROTHESE VASCULAIRE BIOLOGIQUE;PROTHESE VASCULAIRE BIOLOGIQUE;DISPOSITIFS MEDICAUX POUR CARDIOLOGIE
DC50EE01;DISPOSITIFS MEDICAUX;SYSTEME CARDIO-VASCULAIRE;PROTHESE SYSTEME CARDIO-VASCULAIRE;PROTHESE VASCULAIRE;PROTHESE VASCULAIRE HUMAINE (GREFFON);PROTHESE VASCULAIRE HUMAINE (GREFFON);DISPOSITIFS MEDICAUX POUR CARDIOLOGIE
DC50FA03;DISPOSITIFS MEDICAUX;SYSTEME CARDIO-VASCULAIRE;PROTHESE SYSTEME CARDIO-VASCULAIRE;GENERATEUR D'IMPULSION;STIMULATEUR CARDIAQUE;STIMULATEUR CARDIAQUE IMPLANTABLE SIMPLE CHAMBRE;DISPOSITIFS MEDICAUX POUR CARDIOLOGIE
DC50FA04;DISPOSITIFS MEDICAUX;SYSTEME CARDIO-VASCULAIRE;PROTHESE SYSTEME CARDIO-VASCULAIRE;GENERATEUR D'IMPULSION;STIMULATEUR CARDIAQUE;STIMULATEUR CARDIAQUE IMPLANTABLE DOUBLE CHAMBRE;DISPOSITIFS MEDICAUX POUR CARDIOLOGIE
DC50FA05;DISPOSITIFS MEDICAUX;SYSTEME CARDIO-VASCULAIRE;PROTHESE SYSTEME CARDIO-VASCULAIRE;GENERATEUR D'IMPULSION;STIMULATEUR CARDIAQUE;STIMULATEUR CARDIAQUE IMPLANTABLE TRIPLE CHAMBRE ;DISPOSITIFS MEDICAUX POUR CARDIOLOGIE
DC50FA06;DISPOSITIFS MEDICAUX;SYSTEME CARDIO-VASCULAIRE;PROTHESE SYSTEME CARDIO-VASCULAIRE;GENERATEUR D'IMPULSION;STIMULATEUR CARDIAQUE;STIMULATEUR CARDIAQUE IMPLANTABLE SONDE STIMULATION;DISPOSITIFS MEDICAUX POUR CARDIOLOGIE
DC50FA07;DISPOSITIFS MEDICAUX;SYSTEME CARDIO-VASCULAIRE;PROTHESE SYSTEME CARDIO-VASCULAIRE;GENERATEUR D'IMPULSION;STIMULATEUR CARDIAQUE;STIMULATEUR CARDIAQUE IMPLANTABLE ACCESSOIRE STIMULATION;DISPOSITIFS MEDICAUX POUR CARDIOLOGIE
DC50FA08;DISPOSITIFS MEDICAUX;SYSTEME CARDIO-VASCULAIRE;PROTHESE SYSTEME CARDIO-VASCULAIRE;GENERATEUR D'IMPULSION;STIMULATEUR CARDIAQUE;STIMULATEUR CARDIAQUE EXTERNE;DISPOSITIFS MEDICAUX POUR CARDIOLOGIE
DC50FA09;DISPOSITIFS MEDICAUX;SYSTEME CARDIO-VASCULAIRE;PROTHESE SYSTEME CARDIO-VASCULAIRE;GENERATEUR D'IMPULSION;STIMULATEUR CARDIAQUE;STIMULATEUR CARDIAQUE EXTERNE ELECTRODE STIMULATION;DISPOSITIFS MEDICAUX POUR CARDIOLOGIE
DC50FA99;DISPOSITIFS MEDICAUX;SYSTEME CARDIO-VASCULAIRE;PROTHESE SYSTEME CARDIO-VASCULAIRE;GENERATEUR D'IMPULSION;STIMULATEUR CARDIAQUE;STIMULATEUR CARDIAQUE AUTRE;DISPOSITIFS MEDICAUX POUR CARDIOLOGIE
DC50FB03;DISPOSITIFS MEDICAUX;SYSTEME CARDIO-VASCULAIRE;PROTHESE SYSTEME CARDIO-VASCULAIRE;GENERATEUR D'IMPULSION;DEFIBRILLATEUR CARDIAQUE;DEFIBRILLATEUR CARDIAQUE IMPLANTABLE SIMPLE CHAMBRE;DISPOSITIFS MEDICAUX POUR CARDIOLOGIE
DC50FB04;DISPOSITIFS MEDICAUX;SYSTEME CARDIO-VASCULAIRE;PROTHESE SYSTEME CARDIO-VASCULAIRE;GENERATEUR D'IMPULSION;DEFIBRILLATEUR CARDIAQUE;DEFIBRILLATEUR CARDIAQUE IMPLANTABLE DOUBLE CHAMBRE ;DISPOSITIFS MEDICAUX POUR CARDIOLOGIE
DC50FB05;DISPOSITIFS MEDICAUX;SYSTEME CARDIO-VASCULAIRE;PROTHESE SYSTEME CARDIO-VASCULAIRE;GENERATEUR D'IMPULSION;DEFIBRILLATEUR CARDIAQUE;DEFIBRILLATEUR CARDIAQUE IMPLANTABLE TRIPLE CHAMBRE;DISPOSITIFS MEDICAUX POUR CARDIOLOGIE
DC50FB06;DISPOSITIFS MEDICAUX;SYSTEME CARDIO-VASCULAIRE;PROTHESE SYSTEME CARDIO-VASCULAIRE;GENERATEUR D'IMPULSION;DEFIBRILLATEUR CARDIAQUE;DEFIBRILLATEUR CARDIAQUE IMPLANTABLE SONDE DEFIBRILLATION;DISPOSITIFS MEDICAUX POUR CARDIOLOGIE
DC50FB07;DISPOSITIFS MEDICAUX;SYSTEME CARDIO-VASCULAIRE;PROTHESE SYSTEME CARDIO-VASCULAIRE;GENERATEUR D'IMPULSION;DEFIBRILLATEUR CARDIAQUE;DEFIBRILLATEUR CARDIAQUE IMPLANTABLE ACCESSOIRE DEFIBRILLATION;DISPOSITIFS MEDICAUX POUR CARDIOLOGIE
DC50FB08;DISPOSITIFS MEDICAUX;SYSTEME CARDIO-VASCULAIRE;PROTHESE SYSTEME CARDIO-VASCULAIRE;GENERATEUR D'IMPULSION;DEFIBRILLATEUR CARDIAQUE;DEFIBRILLATEUR CARDIAQUE EXTERNE;DISPOSITIFS MEDICAUX POUR CARDIOLOGIE
DC50FB09;DISPOSITIFS MEDICAUX;SYSTEME CARDIO-VASCULAIRE;PROTHESE SYSTEME CARDIO-VASCULAIRE;GENERATEUR D'IMPULSION;DEFIBRILLATEUR CARDIAQUE;DEFIBRILLATEUR CARDIAQUE EXTERNE ELECTRODE DEFIBRILLATION;DISPOSITIFS MEDICAUX POUR CARDIOLOGIE
DC50FB99;DISPOSITIFS MEDICAUX;SYSTEME CARDIO-VASCULAIRE;PROTHESE SYSTEME CARDIO-VASCULAIRE;GENERATEUR D'IMPULSION;DEFIBRILLATEUR CARDIAQUE;DEFIBRILLATEUR CARDIAQUE AUTRE;DISPOSITIFS MEDICAUX POUR CARDIOLOGIE
DC50FC01;DISPOSITIFS MEDICAUX;SYSTEME CARDIO-VASCULAIRE;PROTHESE SYSTEME CARDIO-VASCULAIRE;GENERATEUR D'IMPULSION;CARDIOMYOSTIMULATEUR;CARDIOMYOSTIMULATEUR;DISPOSITIFS MEDICAUX POUR CARDIOLOGIE
DC50ZZ99;DISPOSITIFS MEDICAUX;SYSTEME CARDIO-VASCULAIRE;PROTHESE SYSTEME CARDIO-VASCULAIRE;PROTHESE SYSTEME CARDIO-VASCULAIRE AUTRE;PROTHESE SYSTEME CARDIO-VASCULAIRE AUTRE;PROTHESE SYSTEME CARDIO-VASCULAIRE AUTRE;DISPOSITIFS MEDICAUX POUR CARDIOLOGIE
DC51AA01;DISPOSITIFS MEDICAUX;SYSTEME CARDIO-VASCULAIRE;DESOBSTRUCTION SYSTEME CARDIO VASCULAIRE;DESOBSTRUCTION ARTERIELLE;CATHETER EMBOLECTOMIE;CATHETER EMBOLECTOMIE;DISPOSITIFS MEDICAUX POUR CARDIOLOGIE
DC51AB01;DISPOSITIFS MEDICAUX;SYSTEME CARDIO-VASCULAIRE;DESOBSTRUCTION SYSTEME CARDIO VASCULAIRE;DESOBSTRUCTION ARTERIELLE;CATHETER ANGIOPLASTIE PERIPHERIQUE;CATHETER ANGIOPLASTIE PERIPHERIQUE;DISPOSITIFS MEDICAUX POUR CARDIOLOGIE
DC51AC01;DISPOSITIFS MEDICAUX;SYSTEME CARDIO-VASCULAIRE;DESOBSTRUCTION SYSTEME CARDIO VASCULAIRE;DESOBSTRUCTION ARTERIELLE;CATHETER ANGIOPLASTIE CORONAIRE;CATHETER ANGIOPLASTIE CORONAIRE COAXIAL;DISPOSITIFS MEDICAUX POUR CARDIOLOGIE
DC51AC02;DISPOSITIFS MEDICAUX;SYSTEME CARDIO-VASCULAIRE;DESOBSTRUCTION SYSTEME CARDIO VASCULAIRE;DESOBSTRUCTION ARTERIELLE;CATHETER ANGIOPLASTIE CORONAIRE;CATHETER ANGIOPLASTIE CORONAIRE GUIDE INTEGRE;DISPOSITIFS MEDICAUX POUR CARDIOLOGIE
DC51AC03;DISPOSITIFS MEDICAUX;SYSTEME CARDIO-VASCULAIRE;DESOBSTRUCTION SYSTEME CARDIO VASCULAIRE;DESOBSTRUCTION ARTERIELLE;CATHETER ANGIOPLASTIE CORONAIRE;CATHETER ANGIOPLASTIE CORONAIRE GUIDE MONORAIL;DISPOSITIFS MEDICAUX POUR CARDIOLOGIE
DC51AD01;DISPOSITIFS MEDICAUX;SYSTEME CARDIO-VASCULAIRE;DESOBSTRUCTION SYSTEME CARDIO VASCULAIRE;DESOBSTRUCTION ARTERIELLE;CATHETER ANGIOPLASTIE VALVULAIRE;CATHETER ANGIOPLASTIE VALVULAIRE COAXIAL;DISPOSITIFS MEDICAUX POUR CARDIOLOGIE
DC51AD02;DISPOSITIFS MEDICAUX;SYSTEME CARDIO-VASCULAIRE;DESOBSTRUCTION SYSTEME CARDIO VASCULAIRE;DESOBSTRUCTION ARTERIELLE;CATHETER ANGIOPLASTIE VALVULAIRE;CATHETER ANGIOPLASTIE VALVULAIRE GUIDE INTEGRE;DISPOSITIFS MEDICAUX POUR CARDIOLOGIE
DC51AD03;DISPOSITIFS MEDICAUX;SYSTEME CARDIO-VASCULAIRE;DESOBSTRUCTION SYSTEME CARDIO VASCULAIRE;DESOBSTRUCTION ARTERIELLE;CATHETER ANGIOPLASTIE VALVULAIRE;CATHETER ANGIOPLASTIE VALVULAIREGUIDE INTEGRE DE REPERFUSION;DISPOSITIFS MEDICAUX POUR CARDIOLOGIE
DC51AD04;DISPOSITIFS MEDICAUX;SYSTEME CARDIO-VASCULAIRE;DESOBSTRUCTION SYSTEME CARDIO VASCULAIRE;DESOBSTRUCTION ARTERIELLE;CATHETER ANGIOPLASTIE VALVULAIRE;CATHETER ANGIOPLASTIE VALVULAIRE GUIDE MONORAIL;DISPOSITIFS MEDICAUX POUR CARDIOLOGIE
DC51AD05;DISPOSITIFS MEDICAUX;SYSTEME CARDIO-VASCULAIRE;DESOBSTRUCTION SYSTEME CARDIO VASCULAIRE;DESOBSTRUCTION ARTERIELLE;CATHETER ANGIOPLASTIE VALVULAIRE;CATHETER ANGIOPLASTIE VALVULAIRE GUIDE OLIVE;DISPOSITIFS MEDICAUX POUR CARDIOLOGIE
DC51AE01;DISPOSITIFS MEDICAUX;SYSTEME CARDIO-VASCULAIRE;DESOBSTRUCTION SYSTEME CARDIO VASCULAIRE;DESOBSTRUCTION ARTERIELLE;CATHETER GUIDE ANGIOPLASTIE;CATHETER GUIDE ANGIOPLASTIE CORONAIRE;DISPOSITIFS MEDICAUX POUR CARDIOLOGIE
DC51AE02;DISPOSITIFS MEDICAUX;SYSTEME CARDIO-VASCULAIRE;DESOBSTRUCTION SYSTEME CARDIO VASCULAIRE;DESOBSTRUCTION ARTERIELLE;CATHETER GUIDE ANGIOPLASTIE;CATHETER GUIDE ANGIOPLASTIE PERIPHERIQUE;DISPOSITIFS MEDICAUX POUR CARDIOLOGIE
DC51AE03;DISPOSITIFS MEDICAUX;SYSTEME CARDIO-VASCULAIRE;DESOBSTRUCTION SYSTEME CARDIO VASCULAIRE;DESOBSTRUCTION ARTERIELLE;CATHETER GUIDE ANGIOPLASTIE;CATHETER GUIDE ANGIOPLASTIE VALVULAIRE;DISPOSITIFS MEDICAUX POUR CARDIOLOGIE
DC51BA01;DISPOSITIFS MEDICAUX;SYSTEME CARDIO-VASCULAIRE;DESOBSTRUCTION SYSTEME CARDIO VASCULAIRE;DESOBSTRUCTION VEINEUSE;CATHETER THROMBECTOMIE;CATHETER THROMBECTOMIE;DISPOSITIFS MEDICAUX POUR CARDIOLOGIE
DC51ZZ99;DISPOSITIFS MEDICAUX;SYSTEME CARDIO-VASCULAIRE;DESOBSTRUCTION SYSTEME CARDIO VASCULAIRE;DESOBSTRUCTION SYSTEME CARDIO VASCULAIRE AUTRE;DESOBSTRUCTION SYSTEME CARDIO VASCULAIRE AUTRE;DESOBSTRUCTION SYSTEME CARDIO VASCULAIRE AUTRE;DISPOSITIFS MEDICAUX POUR CARDIOLOGIE
DC52AA01;DISPOSITIFS MEDICAUX;SYSTEME CARDIO-VASCULAIRE;EMBOLISATION VASCULAIRE;EMBOL VASCULAIRE;EMBOL VASCULAIRE FLUIDE;EMBOL VASCULAIRE FLUIDE AGENT SCLEROSANT;DISPOSITIFS MEDICAUX POUR CARDIOLOGIE
DC52AA02;DISPOSITIFS MEDICAUX;SYSTEME CARDIO-VASCULAIRE;EMBOLISATION VASCULAIRE;EMBOL VASCULAIRE;EMBOL VASCULAIRE FLUIDE;EMBOL VASCULAIRE FLUIDE AUTRE;DISPOSITIFS MEDICAUX POUR CARDIOLOGIE
DC52AB01;DISPOSITIFS MEDICAUX;SYSTEME CARDIO-VASCULAIRE;EMBOLISATION VASCULAIRE;EMBOL VASCULAIRE;EMBOL VASCULAIRE METALLIQUE;EMBOL VASCULAIRE METALLIQUE (COIL);DISPOSITIFS MEDICAUX POUR CARDIOLOGIE
DC52AB02;DISPOSITIFS MEDICAUX;SYSTEME CARDIO-VASCULAIRE;EMBOLISATION VASCULAIRE;EMBOL VASCULAIRE;EMBOL VASCULAIRE METALLIQUE;EMBOL VASCULAIRE METALLIQUE AUTRE;DISPOSITIFS MEDICAUX POUR CARDIOLOGIE
DC52AC01;DISPOSITIFS MEDICAUX;SYSTEME CARDIO-VASCULAIRE;EMBOLISATION VASCULAIRE;EMBOL VASCULAIRE;EMBOL VASCULAIRE PARTICULAIRE;EMBOL VASCULAIRE PARTICULAIRE;DISPOSITIFS MEDICAUX POUR CARDIOLOGIE
DC52BA01;DISPOSITIFS MEDICAUX;SYSTEME CARDIO-VASCULAIRE;EMBOLISATION VASCULAIRE;ACCESSOIRE EMBOLISATION VASCULAIRE;POSITIONNEUR EMBOL VASCULAIRE;POSITIONNEUR EMBOL VASCULAIRE;DISPOSITIFS MEDICAUX POUR CARDIOLOGIE
DC52BB01;DISPOSITIFS MEDICAUX;SYSTEME CARDIO-VASCULAIRE;EMBOLISATION VASCULAIRE;ACCESSOIRE EMBOLISATION VASCULAIRE;CATHETER EMBOLISATION;CATHETER EMBOLISATION COURT;DISPOSITIFS MEDICAUX POUR CARDIOLOGIE
DC52BB02;DISPOSITIFS MEDICAUX;SYSTEME CARDIO-VASCULAIRE;EMBOLISATION VASCULAIRE;ACCESSOIRE EMBOLISATION VASCULAIRE;CATHETER EMBOLISATION;CATHETER EMBOLISATION LONG;DISPOSITIFS MEDICAUX POUR CARDIOLOGIE
DC52BD01;DISPOSITIFS MEDICAUX;SYSTEME CARDIO-VASCULAIRE;EMBOLISATION VASCULAIRE;ACCESSOIRE EMBOLISATION VASCULAIRE;CATHETER GUIDE EMBOLISATION;CATHETER GUIDE EMBOLISATION COAXIAL;DISPOSITIFS MEDICAUX POUR CARDIOLOGIE
DC52BD02;DISPOSITIFS MEDICAUX;SYSTEME CARDIO-VASCULAIRE;EMBOLISATION VASCULAIRE;ACCESSOIRE EMBOLISATION VASCULAIRE;CATHETER GUIDE EMBOLISATION;CATHETER GUIDE EMBOLISATION SIMPLE;DISPOSITIFS MEDICAUX POUR CARDIOLOGIE
DC52BE01;DISPOSITIFS MEDICAUX;SYSTEME CARDIO-VASCULAIRE;EMBOLISATION VASCULAIRE;ACCESSOIRE EMBOLISATION VASCULAIRE;ACCESSOIRE EMBOLISATION VASCULAIRE AUTRE;ACCESSOIRE EMBOLISATION VASCULAIRE AUTRE;DISPOSITIFS MEDICAUX POUR CARDIOLOGIE
DC52ZZ99;DISPOSITIFS MEDICAUX;SYSTEME CARDIO-VASCULAIRE;EMBOLISATION VASCULAIRE;EMBOLISATION VASCULAIRE AUTRE;EMBOLISATION VASCULAIRE AUTRE;EMBOLISATION VASCULAIRE AUTRE;DISPOSITIFS MEDICAUX POUR CARDIOLOGIE
DC53AO01;DISPOSITIFS MEDICAUX;SYSTEME CARDIO-VASCULAIRE;CIRCULATION EXTRACORPORELLE (CEC);TUBULURE DE CEC;TUBULURE DE CEC;TUBULURE DE CEC;DISPOSITIFS MEDICAUX POUR CARDIOLOGIE
DC53BO01;DISPOSITIFS MEDICAUX;SYSTEME CARDIO-VASCULAIRE;CIRCULATION EXTRACORPORELLE (CEC);CEC TETE CENTRIFUGE;CEC TETE CENTRIFUGE;CEC TETE CENTRIFUGE;DISPOSITIFS MEDICAUX POUR CARDIOLOGIE
DC53CO01;DISPOSITIFS MEDICAUX;SYSTEME CARDIO-VASCULAIRE;CIRCULATION EXTRACORPORELLE (CEC);CEC CORPS DE POMPE;CEC CORPS DE POMPE;CEC CORPS DE POMPE;DISPOSITIFS MEDICAUX POUR CARDIOLOGIE
DC53DA01;DISPOSITIFS MEDICAUX;SYSTEME CARDIO-VASCULAIRE;CIRCULATION EXTRACORPORELLE (CEC);CEC OXYGENATEUR;CEC OXYGENATEUR A BULLE;CEC OXYGENATEUR A BULLE;DISPOSITIFS MEDICAUX POUR CARDIOLOGIE
DC53DB01;DISPOSITIFS MEDICAUX;SYSTEME CARDIO-VASCULAIRE;CIRCULATION EXTRACORPORELLE (CEC);CEC OXYGENATEUR;CEC OXYGENATEUR A MEMBRANE;CEC OXYGENATEUR A MEMBRANE PLAQUE;DISPOSITIFS MEDICAUX POUR CARDIOLOGIE
DC53DB02;DISPOSITIFS MEDICAUX;SYSTEME CARDIO-VASCULAIRE;CIRCULATION EXTRACORPORELLE (CEC);CEC OXYGENATEUR;CEC OXYGENATEUR A MEMBRANE;CEC OXYGENATEUR A MEMBRANE FIBRE;DISPOSITIFS MEDICAUX POUR CARDIOLOGIE
DC53EA01;DISPOSITIFS MEDICAUX;SYSTEME CARDIO-VASCULAIRE;CIRCULATION EXTRACORPORELLE (CEC);CEC RESERvoir;CEC RESERvoir CARDIOTOMIE;CEC RESERvoir CARDIOTOMIE PREHEPARINE;DISPOSITIFS MEDICAUX POUR CARDIOLOGIE
DC53EA02;DISPOSITIFS MEDICAUX;SYSTEME CARDIO-VASCULAIRE;CIRCULATION EXTRACORPORELLE (CEC);CEC RESERvoir;CEC RESERvoir CARDIOTOMIE;CEC RESERvoir CARDIOTOMIE NON PREHEPARINE;DISPOSITIFS MEDICAUX POUR CARDIOLOGIE
DC53EB01;DISPOSITIFS MEDICAUX;SYSTEME CARDIO-VASCULAIRE;CIRCULATION EXTRACORPORELLE (CEC);CEC RESERvoir;CEC RESERvoir VEINEUX;CEC RESERvoir VEINEUX PREHEPARINE;DISPOSITIFS MEDICAUX POUR CARDIOLOGIE
DC53EB02;DISPOSITIFS MEDICAUX;SYSTEME CARDIO-VASCULAIRE;CIRCULATION EXTRACORPORELLE (CEC);CEC RESERvoir;CEC RESERvoir VEINEUX;CEC RESERvoir VEINEUX NON PREHEPARINE;DISPOSITIFS MEDICAUX POUR CARDIOLOGIE
DC53FA01;DISPOSITIFS MEDICAUX;SYSTEME CARDIO-VASCULAIRE;CIRCULATION EXTRACORPORELLE (CEC);CEC NECESSAIRE;CEC NECESSAIRE POUR CIRCUIT SEUL;CEC NECESSAIRE POUR CIRCUIT SEUL;DISPOSITIFS MEDICAUX POUR CARDIOLOGIE
DC53FB01;DISPOSITIFS MEDICAUX;SYSTEME CARDIO-VASCULAIRE;CIRCULATION EXTRACORPORELLE (CEC);CEC NECESSAIRE;CEC NECESSAIRE COMPLEXE;NECESSAIRE POUR CIRCUIT ET OXYGENATEUR;DISPOSITIFS MEDICAUX POUR CARDIOLOGIE
